"x1","y1","z1","x2","y2","z2","l","r1","r2","p","dl","dr","Q1","Q2","p1","p2","Q1p","Q2p","A1p","A2p"
0.161327,-1.62448,-0.709112,0.0357388,-1.88789,-0.775315,0.299234,0.0401079,0.0401079,338,340,-10,0,0,-7.10894,-7.10894,0,0,0,0
0.0357388,-1.88789,-0.775315,0.00434177,-1.95374,-0.791866,0.0748085,0.0398322,0.0398322,339,341,-10,0,0,-7.06007,-7.06007,0,0,0,0
0.00434177,-1.95374,-0.791866,-0.049315,-2.23783,-0.84068,0.293206,0.0369492,0.0369492,340,342,-10,0,0,-6.54908,-6.54908,0,0,0,0
-0.049315,-2.23783,-0.84068,-0.102972,-2.52192,-0.889493,0.293206,0.0356869,0.0356869,341,343,-10,0,0,-6.32534,-6.32534,0,0,0,0
-0.102972,-2.52192,-0.889493,-0.0966267,-2.60466,-0.959251,0.108409,0.0336203,0.0336203,342,344,-10,0,0,-5.95904,-5.95904,0,0,0,0
-0.0966267,-2.60466,-0.959251,-0.0902817,-2.68741,-1.02901,0.108409,0.0331846,0.0331846,343,-10,-10,0,0,-5.88182,-5.88182,0,0,0,0
0.642642,-0.891767,-0.724896,0.687933,-0.932569,-0.803616,0.0995642,0.0341479,0.0341479,333,346,-10,0,0,-6.05256,-6.05256,0,0,0,0
0.687933,-0.932569,-0.803616,0.73673,-0.968244,-0.94895,0.157403,0.0335335,0.0335335,345,347,-10,0,0,-5.94366,-5.94366,0,0,0,0
0.73673,-0.968244,-0.94895,0.742152,-0.972208,-0.965098,0.0174892,0.0334586,0.0334586,346,348,-10,0,0,-5.93038,-5.93038,0,0,0,0
0.742152,-0.972208,-0.965098,0.760957,-0.992238,-0.997417,0.0424182,0.0333876,0.0333876,347,349,-10,0,0,-5.9178,-5.9178,0,0,0,0
0.760957,-0.992238,-0.997417,0.828655,-1.06435,-1.11376,0.152706,0.0328536,0.0328536,348,350,-10,0,0,-5.82315,-5.82315,0,0,0,0
0.828655,-1.06435,-1.11376,0.930203,-1.17251,-1.28828,0.229058,0.0327613,0.0327613,349,351,-10,0,0,-5.80679,-5.80679,0,0,0,0
0.930203,-1.17251,-1.28828,0.938262,-1.18109,-1.30213,0.0181792,0.0325306,0.0325306,350,352,-10,0,0,-5.7659,-5.7659,0,0,0,0
0.938262,-1.18109,-1.30213,1.0108,-1.25835,-1.42679,0.163613,0.0322632,0.0322632,351,-10,-10,0,0,-5.7185,-5.7185,0,0,0,0
1.12568,0.171395,-0.126581,1.27316,0.0994929,-0.158872,0.167221,0.0479041,0.0479041,325,354,-10,0,0,-8.49078,-8.49078,0,0,0,0
1.27316,0.0994929,-0.158872,1.33636,0.0686777,-0.172711,0.0716662,0.0477871,0.0477871,353,355,-10,0,0,-8.47004,-8.47004,0,0,0,0
1.33636,0.0686777,-0.172711,1.39356,0.0394421,-0.199349,0.0695375,0.0463113,0.0463113,354,356,-10,0,0,-8.20846,-8.20846,0,0,0,0
1.39356,0.0394421,-0.199349,1.47592,-0.00265715,-0.237707,0.100134,0.0462322,0.0462322,355,357,-10,0,0,-8.19444,-8.19444,0,0,0,0
1.47592,-0.00265715,-0.237707,1.59946,-0.065806,-0.295244,0.150201,0.0461978,0.0461978,356,358,-10,0,0,-8.18835,-8.18835,0,0,0,0
1.59946,-0.065806,-0.295244,1.76624,-0.151057,-0.37292,0.202771,0.0460855,0.0460855,357,359,-10,0,0,-8.16844,-8.16844,0,0,0,0
1.76624,-0.151057,-0.37292,1.87742,-0.207891,-0.424703,0.135181,0.0460538,0.0460538,358,360,-10,0,0,-8.16282,-8.16282,0,0,0,0
1.87742,-0.207891,-0.424703,1.90831,-0.223678,-0.439088,0.0375502,0.0459759,0.0459759,359,361,-10,0,0,-8.14902,-8.14902,0,0,0,0
1.90831,-0.223678,-0.439088,2.3065,-0.367029,-0.579648,0.445944,0.0451251,0.0451251,360,362,-10,0,0,-7.99822,-7.99822,0,0,0,0
2.3065,-0.367029,-0.579648,2.36899,-0.393141,-0.612791,0.0754035,0.0415684,0.0415684,361,363,-10,0,0,-7.36781,-7.36781,0,0,0,0
2.36899,-0.393141,-0.612791,2.39399,-0.403586,-0.626049,0.0301614,0.0409333,0.0409333,362,364,-10,0,0,-7.25524,-7.25524,0,0,0,0
2.39399,-0.403586,-0.626049,2.61896,-0.497591,-0.745366,0.271453,0.0408772,0.0408772,363,365,-10,0,0,-7.2453,-7.2453,0,0,0,0
2.61896,-0.497591,-0.745366,2.65115,-0.498622,-0.753482,0.0332098,0.0376685,0.0376685,364,366,-10,0,0,-6.67657,-6.67657,0,0,0,0
2.65115,-0.498622,-0.753482,2.94083,-0.507898,-0.826529,0.298888,0.037618,0.037618,365,367,-10,0,0,-6.66762,-6.66762,0,0,0,0
2.94083,-0.507898,-0.826529,2.97659,-0.509043,-0.835547,0.0368998,0.0375299,0.0375299,366,368,-10,0,0,-6.652,-6.652,0,0,0,0
2.97659,-0.509043,-0.835547,3.17117,-0.610908,-0.947547,0.24654,0.0363102,0.0363102,367,369,-10,0,0,-6.43582,-6.43582,0,0,0,0
3.17117,-0.610908,-0.947547,3.36575,-0.712772,-1.05955,0.24654,0.0361424,0.0361424,368,370,-10,0,0,-6.40607,-6.40607,0,0,0,0
3.36575,-0.712772,-1.05955,3.4053,-0.748793,-1.08893,0.0610356,0.0342572,0.0342572,369,371,-10,0,0,-6.07193,-6.07193,0,0,0,0
3.4053,-0.748793,-1.08893,3.45276,-0.792018,-1.1242,0.0732427,0.0333742,0.0333742,370,372,-10,0,0,-5.91542,-5.91542,0,0,0,0
3.45276,-0.792018,-1.1242,3.56351,-0.892876,-1.20648,0.1709,0.0330289,0.0330289,371,-10,-10,0,0,-5.85422,-5.85422,0,0,0,0
0.0927034,0.83812,2.4466,0.114489,0.866452,2.4273,0.0406163,0.0851091,0.0851091,19,374,-10,0,0,-15.0852,-15.0852,0,0,0,0
0.114489,0.866452,2.4273,0.31056,1.12144,2.25362,0.365547,0.0851,0.0851,373,375,-10,0,0,-15.0836,-15.0836,0,0,0,0
0.31056,1.12144,2.25362,0.365024,1.19227,2.20538,0.101541,0.0850813,0.0850813,374,376,377,0,0,-15.0803,-15.0803,0,0,0,0
0.365024,1.19227,2.20538,0.398003,1.27238,2.16484,0.0956547,0.0841693,0.0841693,375,378,-10,0,0,-14.9186,-14.9186,0,0,0,0
0.365024,1.19227,2.20538,0.683326,1.20398,2.14594,0.324015,0.0269592,0.0269592,375,-10,-10,0,0,-4.77839,-4.77839,0,0,0,0
0.398003,1.27238,2.16484,0.41999,1.3258,2.13782,0.0637698,0.0841601,0.0841601,376,379,-10,0,0,-14.917,-14.917,0,0,0,0
0.41999,1.3258,2.13782,0.502438,1.52609,2.03647,0.239137,0.0841197,0.0841197,378,380,-10,0,0,-14.9098,-14.9098,0,0,0,0
0.502438,1.52609,2.03647,0.639852,1.85991,1.86756,0.398561,0.0839355,0.0839355,379,381,382,0,0,-14.8772,-14.8772,0,0,0,0
0.639852,1.85991,1.86756,0.643388,1.90521,1.80408,0.0780667,0.0751728,0.0751728,380,383,-10,0,0,-13.324,-13.324,0,0,0,0
0.639852,1.85991,1.86756,0.806603,2.25721,2.13444,0.506834,0.0550184,0.0550184,380,474,475,0,0,-9.75176,-9.75176,0,0,0,0
0.643388,1.90521,1.80408,0.65164,2.0109,1.65595,0.182156,0.0751143,0.0751143,381,384,385,0,0,-13.3137,-13.3137,0,0,0,0
0.65164,2.0109,1.65595,0.702692,2.05658,1.62409,0.0755475,0.0685013,0.0685013,383,386,-10,0,0,-12.1415,-12.1415,0,0,0,0
0.65164,2.0109,1.65595,0.579153,2.10131,1.61335,0.123457,0.0467796,0.0467796,383,458,-10,0,0,-8.29147,-8.29147,0,0,0,0
0.702692,2.05658,1.62409,0.906899,2.23927,1.49664,0.30219,0.0684739,0.0684739,384,387,-10,0,0,-12.1367,-12.1367,0,0,0,0
0.906899,2.23927,1.49664,0.923916,2.25449,1.48602,0.0251825,0.0682339,0.0682339,386,388,-10,0,0,-12.0941,-12.0941,0,0,0,0
0.923916,2.25449,1.48602,1.07707,2.39151,1.39043,0.226643,0.0682146,0.0682146,387,389,-10,0,0,-12.0907,-12.0907,0,0,0,0
1.07707,2.39151,1.39043,1.36069,2.64524,1.21342,0.419708,0.0681524,0.0681524,388,390,-10,0,0,-12.0797,-12.0797,0,0,0,0
1.36069,2.64524,1.21342,1.47124,2.69098,1.1723,0.126503,0.0677061,0.0677061,389,391,-10,0,0,-12.0006,-12.0006,0,0,0,0
1.47124,2.69098,1.1723,1.51861,2.71058,1.15468,0.0542156,0.0676896,0.0676896,390,392,-10,0,0,-11.9977,-11.9977,0,0,0,0
1.51861,2.71058,1.15468,1.7555,2.80858,1.06656,0.271078,0.0675508,0.0675508,391,393,394,0,0,-11.9731,-11.9731,0,0,0,0
1.7555,2.80858,1.06656,1.76489,2.81849,1.057,0.0166673,0.0637565,0.0637565,392,395,-10,0,0,-11.3005,-11.3005,0,0,0,0
1.7555,2.80858,1.06656,2.1295,2.60437,1.10924,0.42825,0.0366124,0.0366124,392,449,-10,0,0,-6.48938,-6.48938,0,0,0,0
1.76489,2.81849,1.057,1.77429,2.8284,1.04744,0.0166673,0.0637406,0.0637406,393,396,-10,0,0,-11.2977,-11.2977,0,0,0,0
1.77429,2.8284,1.04744,1.92649,2.98892,0.892617,0.27001,0.0636672,0.0636672,395,397,-10,0,0,-11.2847,-11.2847,0,0,0,0
1.92649,2.98892,0.892617,1.9434,3.00676,0.875414,0.0300011,0.0636506,0.0636506,396,398,399,0,0,-11.2818,-11.2818,0,0,0,0
1.9434,3.00676,0.875414,2.30533,3.15332,0.859172,0.390815,0.0469766,0.0469766,397,400,401,0,0,-8.32639,-8.32639,0,0,0,0
1.9434,3.00676,0.875414,1.95156,3.0542,0.81449,0.0776459,0.0536249,0.0536249,397,416,-10,0,0,-9.50477,-9.50477,0,0,0,0
2.30533,3.15332,0.859172,2.47997,3.3973,0.959382,0.31633,0.0356183,0.0356183,398,402,-10,0,0,-6.31318,-6.31318,0,0,0,0
2.30533,3.15332,0.859172,2.47578,3.06445,0.746785,0.222667,0.0388154,0.0388154,398,407,-10,0,0,-6.87985,-6.87985,0,0,0,0
2.47997,3.3973,0.959382,2.50223,3.41586,0.964037,0.0293531,0.0342261,0.0342261,400,403,-10,0,0,-6.06642,-6.06642,0,0,0,0
2.50223,3.41586,0.964037,2.71872,3.60351,1.03817,0.295935,0.0341442,0.0341442,402,404,-10,0,0,-6.0519,-6.0519,0,0,0,0
2.71872,3.60351,1.03817,2.88238,3.67467,1.12761,0.199618,0.0326183,0.0326183,403,405,-10,0,0,-5.78144,-5.78144,0,0,0,0
2.88238,3.67467,1.12761,2.92329,3.69246,1.14997,0.0499045,0.032555,0.032555,404,406,-10,0,0,-5.77022,-5.77022,0,0,0,0
2.92329,3.69246,1.14997,3.01097,3.73058,1.19788,0.106938,0.0324762,0.0324762,405,-10,-10,0,0,-5.75626,-5.75626,0,0,0,0
2.47578,3.06445,0.746785,2.51555,3.04371,0.720562,0.0519556,0.0386249,0.0386249,401,408,-10,0,0,-6.84609,-6.84609,0,0,0,0
2.51555,3.04371,0.720562,2.73031,2.93173,0.578955,0.28056,0.0385073,0.0385073,407,409,-10,0,0,-6.82524,-6.82524,0,0,0,0
2.73031,2.93173,0.578955,2.87348,2.85708,0.48455,0.18704,0.0384418,0.0384418,408,410,-10,0,0,-6.81363,-6.81363,0,0,0,0
2.87348,2.85708,0.48455,2.95069,2.82978,0.454771,0.0871363,0.0378755,0.0378755,409,411,-10,0,0,-6.71326,-6.71326,0,0,0,0
2.95069,2.82978,0.454771,3.0665,2.78884,0.410102,0.130704,0.0378082,0.0378082,410,412,-10,0,0,-6.70133,-6.70133,0,0,0,0
3.0665,2.78884,0.410102,3.19518,2.74335,0.36047,0.145227,0.0375823,0.0375823,411,413,-10,0,0,-6.66129,-6.66129,0,0,0,0
3.19518,2.74335,0.36047,3.23839,2.74638,0.345868,0.0457102,0.0353964,0.0353964,412,414,-10,0,0,-6.27385,-6.27385,0,0,0,0
3.23839,2.74638,0.345868,3.41122,2.75848,0.287459,0.182841,0.0352842,0.0352842,413,415,-10,0,0,-6.25396,-6.25396,0,0,0,0
3.41122,2.75848,0.287459,3.56149,2.69426,0.269614,0.164389,0.032435,0.032435,414,-10,-10,0,0,-5.74895,-5.74895,0,0,0,0
1.95156,3.0542,0.81449,1.95482,3.07318,0.79012,0.0310584,0.0533514,0.0533514,399,417,-10,0,0,-9.45629,-9.45629,0,0,0,0
1.95482,3.07318,0.79012,1.98416,3.24397,0.570794,0.279525,0.0533298,0.0533298,416,418,-10,0,0,-9.45246,-9.45246,0,0,0,0
1.98416,3.24397,0.570794,1.99289,3.2948,0.505518,0.083192,0.0532632,0.0532632,417,419,-10,0,0,-9.44066,-9.44066,0,0,0,0
1.99289,3.2948,0.505518,2.00163,3.34563,0.440242,0.083192,0.053206,0.053206,418,420,-10,0,0,-9.43052,-9.43052,0,0,0,0
2.00163,3.34563,0.440242,2.00454,3.36257,0.418483,0.0277307,0.051865,0.051865,419,421,-10,0,0,-9.19283,-9.19283,0,0,0,0
2.00454,3.36257,0.418483,2.01269,3.41001,0.357559,0.0776459,0.0518283,0.0518283,420,422,-10,0,0,-9.18633,-9.18633,0,0,0,0
2.01269,3.41001,0.357559,2.01618,3.43034,0.331449,0.0332768,0.0518016,0.0518016,421,423,-10,0,0,-9.18159,-9.18159,0,0,0,0
2.01618,3.43034,0.331449,2.0533,3.47235,0.273876,0.0803559,0.0503183,0.0503183,422,424,-10,0,0,-8.91869,-8.91869,0,0,0,0
2.0533,3.47235,0.273876,2.15723,3.58998,0.112672,0.224996,0.0502889,0.0502889,423,425,-10,0,0,-8.91348,-8.91348,0,0,0,0
2.15723,3.58998,0.112672,2.20177,3.64039,0.0435839,0.0964271,0.0502592,0.0502592,424,426,-10,0,0,-8.90821,-8.90821,0,0,0,0
2.20177,3.64039,0.0435839,2.23357,3.70178,0.00459142,0.0793789,0.0497944,0.0497944,425,427,-10,0,0,-8.82583,-8.82583,0,0,0,0
2.23357,3.70178,0.00459142,2.24794,3.70403,-0.0154351,0.0247533,0.0480747,0.0480747,426,428,-10,0,0,-8.52102,-8.52102,0,0,0,0
2.24794,3.70403,-0.0154351,2.3773,3.7243,-0.195674,0.222779,0.0479316,0.0479316,427,429,-10,0,0,-8.49565,-8.49565,0,0,0,0
2.3773,3.7243,-0.195674,2.49804,3.74322,-0.363896,0.207927,0.0465828,0.0465828,428,430,-10,0,0,-8.25659,-8.25659,0,0,0,0
2.49804,3.74322,-0.363896,2.54978,3.75132,-0.435992,0.0891118,0.0465368,0.0465368,429,431,-10,0,0,-8.24843,-8.24843,0,0,0,0
2.54978,3.75132,-0.435992,2.67052,3.77024,-0.604214,0.207927,0.0463279,0.0463279,430,432,-10,0,0,-8.21141,-8.21141,0,0,0,0
2.67052,3.77024,-0.604214,2.75503,3.78348,-0.72197,0.145549,0.0462226,0.0462226,431,433,-10,0,0,-8.19274,-8.19274,0,0,0,0
2.75503,3.78348,-0.72197,2.83955,3.79672,-0.839726,0.145549,0.0461346,0.0461346,432,434,-10,0,0,-8.17714,-8.17714,0,0,0,0
2.83955,3.79672,-0.839726,2.95223,3.81438,-0.996734,0.194066,0.0460783,0.0460783,433,435,-10,0,0,-8.16717,-8.16717,0,0,0,0
2.95223,3.81438,-0.996734,2.98509,3.81969,-1.02759,0.0453813,0.044726,0.044726,434,436,-10,0,0,-7.92748,-7.92748,0,0,0,0
2.98509,3.81969,-1.02759,3.01794,3.825,-1.05844,0.0453813,0.0446754,0.0446754,435,437,-10,0,0,-7.91851,-7.91851,0,0,0,0
3.01794,3.825,-1.05844,3.02524,3.82619,-1.0653,0.0100847,0.0446332,0.0446332,436,438,-10,0,0,-7.91103,-7.91103,0,0,0,0
3.02524,3.82619,-1.0653,3.09532,3.89723,-1.18146,0.153143,0.0408825,0.0408825,437,439,-10,0,0,-7.24623,-7.24623,0,0,0,0
3.09532,3.89723,-1.18146,3.12535,3.92768,-1.23125,0.0656326,0.0408413,0.0408413,438,440,-10,0,0,-7.23893,-7.23893,0,0,0,0
3.12535,3.92768,-1.23125,3.14538,3.94798,-1.26443,0.043755,0.0407948,0.0407948,439,441,-10,0,0,-7.23069,-7.23069,0,0,0,0
3.14538,3.94798,-1.26443,3.22547,4.02917,-1.39719,0.17502,0.0407267,0.0407267,440,442,-10,0,0,-7.21862,-7.21862,0,0,0,0
3.22547,4.02917,-1.39719,3.24772,4.05173,-1.43407,0.0486167,0.0406733,0.0406733,441,443,-10,0,0,-7.20915,-7.20915,0,0,0,0
3.24772,4.05173,-1.43407,3.46449,4.14053,-1.63497,0.308606,0.0389972,0.0389972,442,444,-10,0,0,-6.91207,-6.91207,0,0,0,0
3.46449,4.14053,-1.63497,3.52952,4.16718,-1.69524,0.0925817,0.0385276,0.0385276,443,445,-10,0,0,-6.82884,-6.82884,0,0,0,0
3.52952,4.16718,-1.69524,3.55739,4.1786,-1.72107,0.0396779,0.0383727,0.0383727,444,446,-10,0,0,-6.80138,-6.80138,0,0,0,0
3.55739,4.1786,-1.72107,3.62267,4.21536,-1.77971,0.0951398,0.0381606,0.0381606,445,447,-10,0,0,-6.76379,-6.76379,0,0,0,0
3.62267,4.21536,-1.77971,3.7654,4.28218,-2.03454,0.299626,0.0338982,0.0338982,446,448,-10,0,0,-6.0083,-6.0083,0,0,0,0
3.7654,4.28218,-2.03454,3.80822,4.30223,-2.11099,0.0898878,0.0337751,0.0337751,447,-10,-10,0,0,-5.98648,-5.98648,0,0,0,0
2.1295,2.60437,1.10924,2.37883,2.46824,1.13769,0.2855,0.0360866,0.0360866,394,450,-10,0,0,-6.39618,-6.39618,0,0,0,0
2.37883,2.46824,1.13769,2.51897,2.39508,1.16774,0.160912,0.0355264,0.0355264,449,451,-10,0,0,-6.29689,-6.29689,0,0,0,0
2.51897,2.39508,1.16774,2.61239,2.34631,1.18777,0.107275,0.0349373,0.0349373,450,452,-10,0,0,-6.19248,-6.19248,0,0,0,0
2.61239,2.34631,1.18777,2.79881,2.32892,1.31437,0.226009,0.0330916,0.0330916,451,453,-10,0,0,-5.86533,-5.86533,0,0,0,0
2.79881,2.32892,1.31437,2.87337,2.32196,1.36501,0.0904036,0.0329421,0.0329421,452,454,-10,0,0,-5.83884,-5.83884,0,0,0,0
2.87337,2.32196,1.36501,2.92308,2.31732,1.39877,0.0602691,0.0328752,0.0328752,453,455,-10,0,0,-5.82698,-5.82698,0,0,0,0
2.92308,2.31732,1.39877,2.95431,2.30861,1.41281,0.0353284,0.0320851,0.0320851,454,456,-10,0,0,-5.68694,-5.68694,0,0,0,0
2.95431,2.30861,1.41281,3.09126,2.28867,1.50465,0.166096,0.0315531,0.0315531,455,457,-10,0,0,-5.59264,-5.59264,0,0,0,0
3.09126,2.28867,1.50465,3.10039,2.28734,1.51077,0.0110731,0.0307316,0.0307316,456,-10,-10,0,0,-5.44703,-5.44703,0,0,0,0
0.579153,2.10131,1.61335,0.548088,2.14005,1.59509,0.0529103,0.0466378,0.0466378,385,459,-10,0,0,-8.26633,-8.26633,0,0,0,0
0.548088,2.14005,1.59509,0.306465,2.44138,1.45307,0.411524,0.0466045,0.0466045,458,460,-10,0,0,-8.26043,-8.26043,0,0,0,0
0.306465,2.44138,1.45307,0.158291,2.60449,1.40321,0.225931,0.0453495,0.0453495,459,461,-10,0,0,-8.03799,-8.03799,0,0,0,0
0.158291,2.60449,1.40321,0.0990216,2.66973,1.38326,0.0903723,0.0452245,0.0452245,460,462,-10,0,0,-8.01583,-8.01583,0,0,0,0
0.0990216,2.66973,1.38326,0.0101172,2.76759,1.35334,0.135558,0.0449984,0.0449984,461,463,-10,0,0,-7.97576,-7.97576,0,0,0,0
0.0101172,2.76759,1.35334,-0.147935,2.94156,1.30015,0.240993,0.0448838,0.0448838,462,464,-10,0,0,-7.95545,-7.95545,0,0,0,0
-0.147935,2.94156,1.30015,-0.179545,2.97636,1.28951,0.0481985,0.0446508,0.0446508,463,465,-10,0,0,-7.91415,-7.91415,0,0,0,0
-0.179545,2.97636,1.28951,-0.187448,2.98506,1.28685,0.0120496,0.0443157,0.0443157,464,466,-10,0,0,-7.85475,-7.85475,0,0,0,0
-0.187448,2.98506,1.28685,-0.375743,3.30038,1.15255,0.391054,0.0430675,0.0430675,465,467,-10,0,0,-7.63352,-7.63352,0,0,0,0
-0.375743,3.30038,1.15255,-0.396665,3.33542,1.13762,0.0434505,0.0430252,0.0430252,466,468,-10,0,0,-7.62602,-7.62602,0,0,0,0
-0.396665,3.33542,1.13762,-0.416985,3.35599,1.1329,0.0292978,0.0425654,0.0425654,467,469,-10,0,0,-7.54452,-7.54452,0,0,0,0
-0.416985,3.35599,1.1329,-0.490138,3.43004,1.11588,0.105472,0.0416435,0.0416435,468,470,-10,0,0,-7.38112,-7.38112,0,0,0,0
-0.490138,3.43004,1.11588,-0.599868,3.54112,1.09036,0.158208,0.0415935,0.0415935,469,471,-10,0,0,-7.37226,-7.37226,0,0,0,0
-0.599868,3.54112,1.09036,-0.626606,3.69411,1.04409,0.162057,0.0360939,0.0360939,470,472,-10,0,0,-6.39748,-6.39748,0,0,0,0
-0.626606,3.69411,1.04409,-0.644431,3.79611,1.01325,0.108038,0.0360285,0.0360285,471,473,-10,0,0,-6.38589,-6.38589,0,0,0,0
-0.644431,3.79611,1.01325,-0.663529,3.90539,0.980198,0.115755,0.035518,0.035518,472,-10,-10,0,0,-6.2954,-6.2954,0,0,0,0
0.806603,2.25721,2.13444,0.879023,2.37773,2.23111,0.170626,0.0502083,0.0502083,382,476,-10,0,0,-8.89919,-8.89919,0,0,0,0
0.806603,2.25721,2.13444,0.663479,2.48754,2.27478,0.305338,0.0341918,0.0341918,382,502,-10,0,0,-6.06034,-6.06034,0,0,0,0
0.879023,2.37773,2.23111,1.048,2.65893,2.45667,0.398127,0.0500099,0.0500099,474,477,-10,0,0,-8.86402,-8.86402,0,0,0,0
1.048,2.65893,2.45667,1.07609,2.70052,2.50129,0.0671537,0.0491245,0.0491245,476,478,-10,0,0,-8.70709,-8.70709,0,0,0,0
1.07609,2.70052,2.50129,1.08813,2.71835,2.52041,0.0287802,0.0490926,0.0490926,477,479,-10,0,0,-8.70144,-8.70144,0,0,0,0
1.08813,2.71835,2.52041,1.12023,2.76588,2.5714,0.0767471,0.0489404,0.0489404,478,480,-10,0,0,-8.67446,-8.67446,0,0,0,0
1.12023,2.76588,2.5714,1.24863,2.95601,2.77537,0.306988,0.0488986,0.0488986,479,481,-10,0,0,-8.66705,-8.66705,0,0,0,0
1.24863,2.95601,2.77537,1.27677,2.98479,2.79293,0.0439062,0.0482802,0.0482802,480,482,-10,0,0,-8.55744,-8.55744,0,0,0,0
1.27677,2.98479,2.79293,1.29553,3.00397,2.80463,0.0292708,0.0482496,0.0482496,481,483,-10,0,0,-8.55202,-8.55202,0,0,0,0
1.29553,3.00397,2.80463,1.48312,3.19577,2.92168,0.292708,0.0478201,0.0478201,482,484,-10,0,0,-8.47589,-8.47589,0,0,0,0
1.48312,3.19577,2.92168,1.54174,3.25571,2.95825,0.0914713,0.0472473,0.0472473,483,485,-10,0,0,-8.37437,-8.37437,0,0,0,0
1.54174,3.25571,2.95825,1.73348,3.39127,3.04615,0.250732,0.0467518,0.0467518,484,486,487,0,0,-8.28654,-8.28654,0,0,0,0
1.73348,3.39127,3.04615,1.77169,3.47747,3.07677,0.0991422,0.0313279,0.0313279,485,488,-10,0,0,-5.55273,-5.55273,0,0,0,0
1.73348,3.39127,3.04615,1.81441,3.4013,3.07367,0.0860641,0.0414937,0.0414937,485,489,-10,0,0,-7.35457,-7.35457,0,0,0,0
1.77169,3.47747,3.07677,1.86085,3.67862,3.14821,0.231332,0.0312527,0.0312527,486,-10,-10,0,0,-5.5394,-5.5394,0,0,0,0
1.81441,3.4013,3.07367,1.92366,3.41485,3.11082,0.116187,0.0412662,0.0412662,487,490,-10,0,0,-7.31424,-7.31424,0,0,0,0
1.92366,3.41485,3.11082,2.17858,3.44646,3.1975,0.271102,0.0411902,0.0411902,489,491,-10,0,0,-7.30077,-7.30077,0,0,0,0
2.17858,3.44646,3.1975,2.34245,3.46679,3.25322,0.17428,0.040865,0.040865,490,492,-10,0,0,-7.24313,-7.24313,0,0,0,0
2.34245,3.46679,3.25322,2.36066,3.46904,3.25941,0.0193644,0.0406863,0.0406863,491,493,-10,0,0,-7.21146,-7.21146,0,0,0,0
2.36066,3.46904,3.25941,2.54275,3.49162,3.32133,0.193644,0.0406323,0.0406323,492,494,-10,0,0,-7.20189,-7.20189,0,0,0,0
2.54275,3.49162,3.32133,2.78468,3.5578,3.38403,0.258539,0.0396845,0.0396845,493,495,-10,0,0,-7.03389,-7.03389,0,0,0,0
2.78468,3.5578,3.38403,2.81156,3.56516,3.39099,0.0287265,0.0396242,0.0396242,494,496,-10,0,0,-7.02321,-7.02321,0,0,0,0
2.81156,3.56516,3.39099,2.99077,3.61418,3.43744,0.19151,0.0394711,0.0394711,495,497,-10,0,0,-6.99607,-6.99607,0,0,0,0
2.99077,3.61418,3.43744,3.23859,3.63699,3.55479,0.275154,0.0382118,0.0382118,496,498,-10,0,0,-6.77287,-6.77287,0,0,0,0
3.23859,3.63699,3.55479,3.41537,3.68128,3.59241,0.186085,0.0352301,0.0352301,497,499,-10,0,0,-6.24437,-6.24437,0,0,0,0
3.41537,3.68128,3.59241,3.42295,3.68318,3.59403,0.00797508,0.0351676,0.0351676,498,500,-10,0,0,-6.23329,-6.23329,0,0,0,0
3.42295,3.68318,3.59403,3.49113,3.70027,3.60854,0.0717757,0.0350429,0.0350429,499,501,-10,0,0,-6.21119,-6.21119,0,0,0,0
3.49113,3.70027,3.60854,3.58592,3.69644,3.64708,0.102393,0.0314483,0.0314483,500,-10,-10,0,0,-5.57407,-5.57407,0,0,0,0
0.663479,2.48754,2.27478,0.568063,2.6411,2.36834,0.203559,0.0340572,0.0340572,475,503,-10,0,0,-6.03648,-6.03648,0,0,0,0
0.568063,2.6411,2.36834,0.476055,2.78917,2.45856,0.196289,0.0338804,0.0338804,502,504,-10,0,0,-6.00514,-6.00514,0,0,0,0
0.476055,2.78917,2.45856,0.465832,2.80562,2.46858,0.0218099,0.0338132,0.0338132,503,505,-10,0,0,-5.99323,-5.99323,0,0,0,0
0.465832,2.80562,2.46858,0.447875,2.83691,2.48755,0.040755,0.0337201,0.0337201,504,506,-10,0,0,-5.97673,-5.97673,0,0,0,0
0.447875,2.83691,2.48755,0.286268,3.11851,2.65819,0.366795,0.0336518,0.0336518,505,507,-10,0,0,-5.96463,-5.96463,0,0,0,0
0.286268,3.11851,2.65819,0.27798,3.13709,2.66496,0.0214416,0.0331984,0.0331984,506,508,-10,0,0,-5.88426,-5.88426,0,0,0,0
0.27798,3.13709,2.66496,0.203391,3.30429,2.72595,0.192975,0.0317747,0.0317747,507,509,-10,0,0,-5.63192,-5.63192,0,0,0,0
0.203391,3.30429,2.72595,0.194182,3.32494,2.73348,0.023824,0.0314593,0.0314593,508,510,-10,0,0,-5.57602,-5.57602,0,0,0,0
0.194182,3.32494,2.73348,0.141024,3.53714,2.85904,0.252237,0.0308309,0.0308309,509,511,-10,0,0,-5.46463,-5.46463,0,0,0,0
0.141024,3.53714,2.85904,0.127734,3.5902,2.89043,0.0630593,0.0307371,0.0307371,510,512,-10,0,0,-5.44801,-5.44801,0,0,0,0
0.127734,3.5902,2.89043,0.0883557,3.68944,2.94123,0.118243,0.0306297,0.0306297,511,-10,-10,0,0,-5.42897,-5.42897,0,0,0,0
-0.58734,0.403864,3.66984,-0.739238,0.447067,3.60439,0.170949,0.10236,0.10236,11,514,-10,0,0,-18.1428,-18.1428,0,0,0,0
